item,itemLabel,startDate,endDate,sourceDate,psid
Q12058953,Tibor Šagát,1998-10-30,2000-07-10,2022-07-29,Q12058953-6EF37CE3-372A-4A2C-AF16-3667D50A1D35
Q12049695,Roman Kováč,2000-07-10,2002-10-15,2022-07-29,Q12049695-1951BD1A-1993-47A1-BDCA-5960AB782EF2
Q3446761,Rudolf Zajac,2002-10-16,2006-07-04,,Q3446761-a9e1417e-50fb-48d4-b08a-44228fe771ac
Q352043,Ivan Valentovič,2006-07-04,2008-06-03,2022-07-29,Q352043-DE47F8BB-E351-4957-9D82-1D0205EABD43
Q3431152,Richard Raši,2008-06-03,2010-07-08,2022-07-29,Q3431152-14DC0FCE-EB94-4808-ABDA-73F55ED8A991
Q680582,Ivan Uhliarik,2010-07-09,2012-04-03,,Q680582-d3eb6afa-1190-4eaa-92b0-8b52038dc709
Q8075486,Zuzana Zvolenská,2012-04-04,2014-11-06,2022-07-29,Q8075486-921D51EA-49AD-41D1-88FD-73ED82430DB3
Q18552949,Viliam Čislák,2014-11-06,2016-03-23,2022-07-29,Q18552949-A3A6BC1B-3CB9-41C6-B36F-30DC37D788BE
Q26250908,Tomáš Drucker,2016-03-23,2018-03-22,,Q26250908-d21529f4-4779-09d7-4284-4591d95e28cb
Q50827906,Andrea Kalavská,2018-03-22,2019-12-17,2022-07-29,Q50827906-14A4E621-9B1E-4515-93E5-41B6AE224CF9
Q17330556,Peter Pellegrini,2019-12-17,2020-03-21,,Q17330556-5813fa12-4903-1f73-e88b-61048637cc75
Q26198001,Marek Krajčí,2020-03-21,2021-03-13,,Q26198001-804cf2f4-4a7f-2e2c-3196-7a085712738e
Q46227987,Eduard Heger,2021-03-13,2021-04-01,,Q46227987-567d8e0e-4757-b2dd-9b75-f0a066a8bc7c
Q85421835,Vladimír Lengvarský,2021-04-01,,,Q85421835-184177fe-42ea-02f9-cb06-07d81fc2fc7d
